prefix	name	query	count
fivestars	Five Stars of Online Research Articles Ontology	"""Five Stars of Online Research Articles Ontology""[tw] OR ""Five Stars of Online Research Articles Ontology (FiveStars)""[tw]"	0
genecards.geneannot	GeneAnnot: Microarray Gene Annotation	"""GeneAnnot: Microarray Gene Annotation""[tw]"	0
fix	Physico-chemical methods and properties	"""Physico-chemical methods and properties""[tw] OR ""Physico-chemical methods and properties (FIX)""[tw]"	0
gendis	Genomic Distribution of structural Superfamilies	"""Genomic Distribution of structural Superfamilies""[tw]"	0
flu	Influenza Ontology	"""Influenza Ontology""[tw] OR ""Influenza Ontology (FLU)""[tw]"	0
foodb.food	FooDB Food	"""FooDB Food""[tw]"	0
flybase	FlyBase Gene	"""FlyBase Gene""[tw] OR ""FlyBase Gene (FlyBase)""[tw]"	0
gemet	General Multilingual Environmental Thesaurus	"""General Multilingual Environmental Thesaurus""[tw]"	0
gecko	Genomics Cohorts Knowledge Ontology	"""Genomics Cohorts Knowledge Ontology""[tw] OR ""Genomics Cohorts Knowledge Ontology (GECKO)""[tw]"	0
flybrain.ndb	FlyBrain Neuron Database	"""FlyBrain Neuron Database""[tw]"	0
flymine.chromosome	FlyMine Chromosome Band	"""FlyMine Chromosome Band""[tw]"	0
fobi	Food-Biomarker Ontology	"""Food-Biomarker Ontology""[tw] OR ""Food-Biomarker Ontology (FOBI)""[tw]"	0
foodb.compound	FooDB compound	"""FooDB compound""[tw]"	0
go.ref	Gene Ontology Database references	"""Gene Ontology Database references""[tw]"	0
go.rule	Gene Ontology Rules	"""Gene Ontology Rules""[tw] OR ""Gene Ontology Rules (GORULE)""[tw]"	0
hoelzel	Hölzel Diagnostika	"""Hölzel Diagnostika""[tw]"	0
hepro	Health Procedure Ontology	"""Health Procedure Ontology""[tw] OR ""Health Procedure Ontology (HEPRO)""[tw]"	0
hdr	Homeodomain Research	"""Homeodomain Research""[tw]"	0
eol.schema	Encyclopedia of Life Schema	"""Encyclopedia of Life Schema""[tw]"	0
hcvdb	Hepatitis C Virus Database Project	"""Hepatitis C Virus Database Project""[tw]"	0
epawaste	EPA Hazardous Wastes	"""EPA Hazardous Wastes""[tw]"	0
hco	Human Chromosome Ontology	"""Human Chromosome Ontology""[tw]"	0
hcao	Human Cell Atlas Ontology	"""Human Cell Atlas Ontology""[tw]"	0
hc.trial	Health Canada Clinical Trials Database	"""Health Canada Clinical Trials Database""[tw]"	0
hc.npn	Health Canada Natural Product Number	"""Health Canada Natural Product Number""[tw]"	0
hc.din	Health Canada Drug Identification Number	"""Health Canada Drug Identification Number""[tw]"	0
hbvar	A Database of Human Hemoglobin Variants and Thalassemias	"""A Database of Human Hemoglobin Variants and Thalassemias""[tw]"	0
epcc	European Paediatric Cardiac Codes	"""European Paediatric Cardiac Codes""[tw]"	0
hathitrust	Hathi Trust Digital Library	"""Hathi Trust Digital Library""[tw]"	0
hao.ref	Hymenoptera Anatomy Reference	"""Hymenoptera Anatomy Reference""[tw]"	0
epo	Epidemiology Ontology	"""Epidemiology Ontology""[tw] OR ""Epidemiology Ontology (EPO)""[tw]"	0
hancestro	Human Ancestry Ontology	"""Human Ancestry Ontology""[tw] OR ""Human Ancestry Ontology (HANCESTRO)""[tw]"	0
hamap	High-quality Automated and Manual Annotation of microbial Proteomes	"""High-quality Automated and Manual Annotation of microbial Proteomes""[tw]"	0
hagr.gendr	The Dietary Restriction Gene Database	"""The Dietary Restriction Gene Database""[tw]"	0
hemonc	HemOnc Terminology	"""HemOnc Terminology""[tw]"	0
hesa	UK Higher Education Statistics Agency	"""UK Higher Education Statistics Agency""[tw]"	0
evm	eVOC mouse development stage	"""eVOC mouse development stage""[tw]"	0
eol	Environment Ontology for Livestock	"""Environment Ontology for Livestock""[tw]"	0
hms.lincs.dataset	HMS Library of Integrated Network-based Cellular Signatures Datasets	"""HMS Library of Integrated Network-based Cellular Signatures Datasets""[tw]"	0
hms.lincs.compound	HMS LINCS Compound	"""HMS LINCS Compound""[tw]"	0
hms.lincs.cell	HMS LINCS Cell	"""HMS LINCS Cell""[tw]"	0
hms.lincs.antibody	HMS Library of Integrated Network-based Cellular Signatures Antibodies	"""HMS Library of Integrated Network-based Cellular Signatures Antibodies""[tw]"	0
ensembl.protist	Ensembl Protists	"""Ensembl Protists""[tw]"	0
hl7.v3codesystem	HL7 V2 Code Systems	"""HL7 V2 Code Systems""[tw]"	0
hl7.v2codesystem	HL7 V2 Code Systems	"""HL7 V2 Code Systems""[tw]"	0
hivreagentprogram	NIH HIV Reagent Program	"""NIH HIV Reagent Program""[tw]"	0
hipsci	Human Induced Pluripotent Stem Cells Initiative	"""Human Induced Pluripotent Stem Cells Initiative""[tw]"	0
hinv.transcript	H-InvDb Transcript	"""H-InvDb Transcript""[tw]"	0
hinv.protein	H-InvDb Protein	"""H-InvDb Protein""[tw]"	0
hinv.locus	H-InvDb Locus	"""H-InvDb Locus""[tw]"	0
ensemblglossary	Ensembl Glossary	"""Ensembl Glossary""[tw]"	0
hgnc.symbol	HGNC gene symbol	"""HGNC gene symbol""[tw]"	0
hgnc.genegroup	HGNC Gene Group	"""HGNC Gene Group""[tw]"	0
hgnc.genefamily	HGNC gene family	"""HGNC gene family""[tw]"	0
eo	Plant Environment Ontology	"""Plant Environment Ontology""[tw] OR ""Plant Environment Ontology (EO)""[tw]"	0
hagr.genage	The Ageing Gene Database	"""The Ageing Gene Database""[tw]"	0
habronattus	Habronattus courtship	"""Habronattus courtship""[tw] OR ""Habronattus courtship (HABRONATTUS)""[tw]"	0
gxa.gene	GXA Gene	"""GXA Gene""[tw]"	0
gxa.expt	GXA Expt	"""GXA Expt""[tw]"	0
gramene.growthstage	Gramene Growth Stage Ontology	"""Gramene Growth Stage Ontology""[tw] OR ""Gramene Growth Stage Ontology (GRO)""[tw]"	0
gramene.gene	Gramene Gene	"""Gramene Gene""[tw]"	0
estdab	European Searchable Tumour Line Database	"""European Searchable Tumour Line Database""[tw]"	0
eu89h	JRC Data Catalogue	"""JRC Data Catalogue""[tw]"	0
eubopen	Enabling and Unlocking Biology in the Open	"""Enabling and Unlocking Biology in the Open""[tw]"	0
gpcrnava	GPCR Natural Variants database	"""GPCR Natural Variants database""[tw]"	0
gpcrdb	G protein-coupled receptor database	"""G protein-coupled receptor database""[tw]"	0
gorel	GO Relations	"""GO Relations""[tw]"	0
google.scholar	Google Scholar Researcher	"""Google Scholar Researcher""[tw]"	0
eupath	VEuPathDB ontology	"""VEuPathDB ontology""[tw] OR ""VEuPathDB ontology (EUPATH)""[tw]"	0
europe.pic	European Commission Participant Identification Code (PIC)	"""European Commission Participant Identification Code (PIC)""[tw]"	0
goldbook	IUPAC Gold Book Compendium of Chemical Terminology	"""IUPAC Gold Book Compendium of Chemical Terminology""[tw]"	0
gold.meta	GOLD metadata	"""GOLD metadata""[tw]"	0
gold.genome	GOLD genome	"""GOLD genome""[tw]"	0
ev	eVOC (Expressed Sequence Annotation for Humans)	"""eVOC (Expressed Sequence Annotation for Humans)""[tw] OR ""eVOC (Expressed Sequence Annotation for Humans) (EV)""[tw]"	0
goeco	GO Evidence Code	"""GO Evidence Code""[tw]"	0
goche	GO Chemicals	"""GO Chemicals""[tw] OR ""GO Chemicals (GOCHE)""[tw]"	0
gramene.protein	Gramene protein	"""Gramene protein""[tw]"	0
gramene.qtl	Gramene QTL	"""Gramene QTL""[tw]"	0
gramene.reference	Gramene Reference	"""Gramene Reference""[tw]"	0
gsso	Gender, Sex, and Sexual Orientation Ontology	"""Gender, Sex, and Sexual Orientation Ontology""[tw] OR ""Gender, Sex, and Sexual Orientation Ontology (GSSO)""[tw]"	0
gwascentral.study	GWAS Central Study	"""GWAS Central Study""[tw]"	0
gwascentral.phenotype	GWAS Central Phenotype	"""GWAS Central Phenotype""[tw]"	0
gwascentral.marker	GWAS Central Marker	"""GWAS Central Marker""[tw]"	0
erm	European Registry of Materials	"""European Registry of Materials""[tw]"	0
ero	eagle-i resource ontology	"""eagle-i resource ontology""[tw] OR ""eagle-i resource ontology (ERO)""[tw]"	0
eropmoscow	Endogenous Regulatory OligoPeptide knowledgebase-Moscow	"""Endogenous Regulatory OligoPeptide knowledgebase-Moscow""[tw]"	0
erv	Human Endogenous Retrovirus Database	"""Human Endogenous Retrovirus Database""[tw]"	0
gsfa	General Standard for Food Additives Online Database	"""General Standard for Food Additives Online Database""[tw]"	0
gramene.taxonomy	Gramene Taxonomy	"""Gramene Taxonomy""[tw]"	0
grsdb	G-Rich Sequences Database	"""G-Rich Sequences Database""[tw]"	0
esco.isco	ESCO - International Standard Classification of Occupations	"""ESCO - International Standard Classification of Occupations""[tw]"	0
grin.taxonomy	GRIN URL	"""GRIN URL""[tw]"	0
esco.model	ESCO Ontology	"""ESCO Ontology""[tw]"	0
grid	Global Research Identifier Database	"""Global Research Identifier Database""[tw]"	0
esco.occupation	ESCO Occupation	"""ESCO Occupation""[tw]"	0
esco.skill	ESCO Skill	"""ESCO Skill""[tw]"	0
kegg.environ	KEGG Environ	"""KEGG Environ""[tw]"	0
dragondb.dna	DragonDB DNA	"""DragonDB DNA""[tw]"	0
come	The Bioinorganic Motif Database	"""The Bioinorganic Motif Database""[tw]"	0
nbo	Neuro Behavior Ontology	"""Neuro Behavior Ontology""[tw] OR ""Neuro Behavior Ontology (NBO)""[tw]"	0
nasc	NASC code	"""NASC code""[tw]"	0
nasaosdr.subject	NASA Open Science Data Repository Subject	"""NASA Open Science Data Repository Subject""[tw]"	0
nasaosdr.study	NASA Open Science Data Repository Study	"""NASA Open Science Data Repository Study""[tw]"	0
nasaosdr.payload	NASA Open Science Data Repository Payload	"""NASA Open Science Data Repository Payload""[tw]"	0
nasaosdr.mission	NASA Open Science Data Repository Mission	"""NASA Open Science Data Repository Mission""[tw]"	0
nasaosdr.hardware	NASA Open Science Data Repository Hardware	"""NASA Open Science Data Repository Hardware""[tw]"	0
nasaosdr.experiment	NASA Open Science Data Repository Experiment	"""NASA Open Science Data Repository Experiment""[tw]"	0
nasaosdr.biospecimen	NASA Open Science Data Repository Biospecimen	"""NASA Open Science Data Repository Biospecimen""[tw]"	0
narcis	National Academic Research and Collaborations Information System	"""National Academic Research and Collaborations Information System""[tw]"	0
napp	Nucleic Acids Phylogenetic Profiling	"""Nucleic Acids Phylogenetic Profiling""[tw]"	0
napdi	Natural Product-Drug Interaction Research Data Repository	"""Natural Product-Drug Interaction Research Data Repository""[tw]"	0
nando	Nanbyo Disease Ontology	"""Nanbyo Disease Ontology""[tw]"	0
ctri	India Clinical Trials Registry	"""India Clinical Trials Registry""[tw]"	0
cutg	Codon Usage Tabulated from GenBank	"""Codon Usage Tabulated from GenBank""[tw]"	0
mycobank	Fungal Nomenclature and Species Bank	"""Fungal Nomenclature and Species Bank""[tw]"	0
myco.tuber	TubercuList knowledge base	"""TubercuList knowledge base""[tw]"	0
myco.smeg	MycoBrowser smegmatis	"""MycoBrowser smegmatis""[tw]"	0
nbn	National Bibliography Number	"""National Bibliography Number""[tw]"	0
cto	Clinical Trials Ontology	"""Clinical Trials Ontology""[tw] OR ""Clinical Trials Ontology (CTO)""[tw]"	0
creativebiolabs.antibody	Creative Biolabs	"""Creative Biolabs""[tw]"	0
ncats.bioplanet	National Center for Advancing Translation Sciences BioPlanet	"""National Center for Advancing Translation Sciences BioPlanet""[tw]"	0
crop2ml	CropMRepository	"""CropMRepository""[tw]"	0
cryoem	Cryo Electron Microscopy ontology	"""Cryo Electron Microscopy ontology""[tw]"	0
ncro	Non-Coding RNA Ontology	"""Non-Coding RNA Ontology""[tw] OR ""Non-Coding RNA Ontology (NCRO)""[tw]"	0
csp	Computer Retrieval of Information on Science Projects Thesaurus	"""Computer Retrieval of Information on Science Projects Thesaurus""[tw]"	0
cst	Cell Signaling Technology Pathways	"""Cell Signaling Technology Pathways""[tw]"	0
nci.drug	NCI Drug Dictionary ID	"""NCI Drug Dictionary ID""[tw]"	0
cst.ab	Cell Signaling Technology Antibody	"""Cell Signaling Technology Antibody""[tw]"	0
cstr	Common Science and Technology Resources	"""Common Science and Technology Resources""[tw]"	0
ncbiortholog	NCBI Orthologs	"""NCBI Orthologs""[tw]"	0
ncbigi	GenInfo Identifier	"""GenInfo Identifier""[tw]"	0
ncbidrs	NCBI Data Repository Service	"""NCBI Data Repository Service""[tw]"	0
ctd.disease	CTD Disease	"""CTD Disease""[tw]"	0
ncbi.resource	NCBI Registry	"""NCBI Registry""[tw]"	0
ctd.gene	CTD Gene	"""CTD Gene""[tw]"	0
ncbi.gc	NCBI Genetic Code	"""NCBI Genetic Code""[tw]"	0
cteno	Ctenophore Ontology	"""Ctenophore Ontology""[tw] OR ""Ctenophore Ontology (CTENO)""[tw]"	0
ncats.drug	NCATS Drugs	"""NCATS Drugs""[tw]"	0
myco.marinum	MycoBrowser marinum	"""MycoBrowser marinum""[tw]"	0
myco.lepra	MycoBrowser leprae	"""MycoBrowser leprae""[tw]"	0
mw.study	Metabolomics Workbench Study	"""Metabolomics Workbench Study""[tw]"	0
mw.project	Metabolomics Workbench Project	"""Metabolomics Workbench Project""[tw]"	0
molmovdb	Database of Macromolecular Movements	"""Database of Macromolecular Movements""[tw]"	0
darc	Database of Aligned Ribosomal Complexes	"""Database of Aligned Ribosomal Complexes""[tw]"	0
molbic.protein	MolBiC Protein	"""MolBiC Protein""[tw]"	0
molbic.compound	MolBiC Compound	"""MolBiC Compound""[tw]"	0
molbic.cellline	MolBiC Cell Line	"""MolBiC Cell Line""[tw]"	0
dashr	Database of small human noncoding RNAs	"""Database of small human noncoding RNAs""[tw]"	0
dashr.expression	DASHR expression	"""DASHR expression""[tw]"	0
moid	Metadata Management and distribution system for Multiple GNSS Networks	"""Metadata Management and distribution system for Multiple GNSS Networks""[tw]"	0
modeldb.concept	ModelDB concept	"""ModelDB concept""[tw]"	0
datacite	DataCite Ontology	"""DataCite Ontology""[tw] OR ""DataCite Ontology (DataCite)""[tw]"	0
datanator.gene	Datanator Gene	"""Datanator Gene""[tw]"	0
datanator.metabolite	Datanator Metabolite	"""Datanator Metabolite""[tw]"	0
mo	Microarray experimental conditions	"""Microarray experimental conditions""[tw] OR ""Microarray experimental conditions (MO)""[tw]"	0
datanator.reaction	Datanator Reaction	"""Datanator Reaction""[tw]"	0
mmsl	Multum MediSource Lexicon	"""Multum MediSource Lexicon""[tw]"	0
datf	Database of Arabidopsis Transcription Factors	"""Database of Arabidopsis Transcription Factors""[tw]"	0
dbest	EST database maintained at the NCBI.	"""EST database maintained at the NCBI.""[tw]"	0
dandi	Distributed Archives for Neurophysiology Data Integration	"""Distributed Archives for Neurophysiology Data Integration""[tw]"	0
mondo.issue	MONDO Issue Tracker	"""MONDO Issue Tracker""[tw]"	0
mop	Molecular Process Ontology	"""Molecular Process Ontology""[tw] OR ""Molecular Process Ontology (MOP)""[tw]"	0
msio	Metabolomics Standards Initiative Ontology	"""Metabolomics Standards Initiative Ontology""[tw]"	0
mvx	Manufacturers of Vaccines	"""Manufacturers of Vaccines""[tw]"	0
multicellds.snapshot	MultiCellDS Digital snapshot	"""MultiCellDS Digital snapshot""[tw]"	0
multicellds.collection	MultiCellDS collection	"""MultiCellDS collection""[tw]"	0
multicellds.cell_line	MultiCellDS Digital Cell Line	"""MultiCellDS Digital Cell Line""[tw]"	0
cvx	Vaccine administered code set	"""Vaccine administered code set""[tw]"	0
dai.thesauri	German Archaeological Institute Thesaurus	"""German Archaeological Institute Thesaurus""[tw]"	0
dalia	MoDALIA Ontology	"""MoDALIA Ontology""[tw]"	0
dalia.community	DALIA Community	"""DALIA Community""[tw]"	0
morpheus	Morpheus model repository	"""Morpheus model repository""[tw]"	0
ms	Mass spectrometry ontology	"""Mass spectrometry ontology""[tw] OR ""Mass spectrometry ontology (MS)""[tw]"	0
mro	MHC Restriction Ontology	"""MHC Restriction Ontology""[tw] OR ""MHC Restriction Ontology (MRO)""[tw]"	0
mpio	Minimum PDDI Information Ontology	"""Minimum PDDI Information Ontology""[tw] OR ""Minimum PDDI Information Ontology (MPIO)""[tw]"	0
mpid	Microbial Protein Interaction Database	"""Microbial Protein Interaction Database""[tw]"	0
dalia.oer	DALIA Open Educational Resource	"""DALIA Open Educational Resource""[tw]"	0
daml.pt	DAML Periodic Table of the Elements	"""DAML Periodic Table of the Elements""[tw]"	0
mosaic	MOSAiC Ontology	"""MOSAiC Ontology""[tw]"	0
creativebiolabs.protein	Creative Biolabs	"""Creative Biolabs""[tw]"	0
nembase	Nematode & Neglected Genomics	"""Nematode & Neglected Genomics""[tw]"	0
mmp.fun	MarFun	"""MarFun""[tw]"	0
npatlas	The Natural Products Atlas	"""The Natural Products Atlas""[tw]"	0
novus	Novus Biologicals	"""Novus Biologicals""[tw]"	0
norine	Nonribosomal Peptides Database	"""Nonribosomal Peptides Database""[tw]"	0
cordis.article	CORDIS Article	"""CORDIS Article""[tw]"	0
noncodev4.rna	NONCODE v4 Transcript	"""NONCODE v4 Transcript""[tw]"	0
noncodev4.gene	NONCODE v4 Gene	"""NONCODE v4 Gene""[tw]"	0
noncodev3	NONCODE v3	"""NONCODE v3""[tw]"	0
nomen	A nomenclatural ontology for biological names	"""A nomenclatural ontology for biological names""[tw] OR ""A nomenclatural ontology for biological names (NOMEN)""[tw]"	0
noaa.cameo	CAMEO Chemicals ID	"""CAMEO Chemicals ID""[tw]"	0
noaa	NOAA Fisheries Species Directory	"""NOAA Fisheries Species Directory""[tw]"	0
nmrshiftdb2	NMRShiftDB structure	"""NMRShiftDB structure""[tw]"	0
nmr	NMR-instrument specific component of metabolomics investigations	"""NMR-instrument specific component of metabolomics investigations""[tw] OR ""NMR-instrument specific component of metabolomics investigations (NMR)""[tw]"	0
nmpdr	National Microbial Pathogen Data Resource	"""National Microbial Pathogen Data Resource""[tw]"	0
nmdc	National Microbiome Data Collaborative	"""National Microbiome Data Collaborative""[tw]"	0
nlx.sub	NIF Standard Ontology: Subcellular Entities	"""NIF Standard Ontology: Subcellular Entities""[tw]"	0
nlx.res	NIF Standard Ontology: Digital Resources	"""NIF Standard Ontology: Digital Resources""[tw]"	0
nlx.qual	NIF Standard Ontology: Qualities	"""NIF Standard Ontology: Qualities""[tw]"	0
nlx.org	NIF Standard Ontology: Organisms	"""NIF Standard Ontology: Organisms""[tw]"	0
npass	Natural Product Activity and Species Source Database	"""Natural Product Activity and Species Source Database""[tw]"	0
npm	Node Package Manager	"""Node Package Manager""[tw]"	0
nemo	Neuroscience Multi-Omic BRAIN Initiative Data	"""Neuroscience Multi-Omic BRAIN Initiative Data""[tw]"	0
conso	Curation of Neurodegeneration Supporting Ontology	"""Curation of Neurodegeneration Supporting Ontology""[tw]"	0
obcs	Ontology of Biological and Clinical Statistics	"""Ontology of Biological and Clinical Statistics""[tw] OR ""Ontology of Biological and Clinical Statistics (OBCS)""[tw]"	0
obci	Ontology for Biomarkers of Clinical Interest	"""Ontology for Biomarkers of Clinical Interest""[tw]"	0
frbr	Functional Requirements for Bibliographic Records	"""Functional Requirements for Bibliographic Records""[tw] OR ""Functional Requirements for Bibliographic Records (FRBR)""[tw]"	0
oba	Ontology of Biological Attributes	"""Ontology of Biological Attributes""[tw] OR ""Ontology of Biological Attributes (OBA)""[tw]"	0
oarcs	Ontology of Arthropod Circulatory Systems	"""Ontology of Arthropod Circulatory Systems""[tw] OR ""Ontology of Arthropod Circulatory Systems (OARCS)""[tw]"	0
comptox	DSSTox substance	"""DSSTox substance""[tw]"	0
oa	Web Annotation Ontology	"""Web Annotation Ontology""[tw] OR ""Web Annotation Ontology (oa)""[tw]"	0
nztcs	New Zealand Threat Classification System	"""New Zealand Threat Classification System""[tw]"	0
compulyeast	Compluyeast-2D-DB	"""Compluyeast-2D-DB""[tw]"	0
conference	Conference Ontology	"""Conference Ontology""[tw]"	0
confident.event	ConfIDent Event	"""ConfIDent Event""[tw]"	0
nucc.taxonomy	National Uniform Claim Committee Taxonomy	"""National Uniform Claim Committee Taxonomy""[tw]"	0
nucc.characteristic	National Uniform Claim Committee Characteristic	"""National Uniform Claim Committee Characteristic""[tw]"	0
nsrrc	National Swine Resource and Research Center	"""National Swine Resource and Research Center""[tw]"	0
confident.series	ConfIDent Event Series	"""ConfIDent Event Series""[tw]"	0
nsc	USA National Service Center Number	"""USA National Service Center Number""[tw]"	0
nrfc	National Repository of Fish Cell Lines	"""National Repository of Fish Cell Lines""[tw]"	0
nlx.oen	NIF Standard Ontology: OEN Terms in Neurolex	"""NIF Standard Ontology: OEN Terms in Neurolex""[tw]"	0
nlx.mol	NIF Standard Ontology: Molecules	"""NIF Standard Ontology: Molecules""[tw]"	0
nlx.inv	NIF Standard Ontology: Investigations	"""NIF Standard Ontology: Investigations""[tw]"	0
nlx.func	NIF Standard Ontology: Cognitive Function	"""NIF Standard Ontology: Cognitive Function""[tw]"	0
nhcdr	NINDS Human Cell and Data Repository	"""NINDS Human Cell and Data Repository""[tw]"	0
ngbo	Next Generation Biobanking Ontology	"""Next Generation Biobanking Ontology""[tw] OR ""Next Generation Biobanking Ontology (NGBO)""[tw]"	0
nfdi4dso	NFDI4DS Ontology	"""NFDI4DS Ontology""[tw]"	0
nfdi4culture.id	NFDI4Culture Metadata API	"""NFDI4Culture Metadata API""[tw]"	0
nfdi4chem.osmo	Ontology for simulation, modelling, and optimization	"""Ontology for simulation, modelling, and optimization""[tw]"	0
nfdi4chem.ontocape	Ontology for computer aided process engineering	"""Ontology for computer aided process engineering""[tw]"	0
nfdi.core	NFDI Core Ontology	"""NFDI Core Ontology""[tw]"	0
nextprot.family	neXtProt family	"""neXtProt family""[tw]"	0
cosmic	COSMIC Gene	"""COSMIC Gene""[tw]"	0
nextdb	Nematode Expression Pattern DataBase	"""Nematode Expression Pattern DataBase""[tw]"	0
neurovault.image	NeuroVault Image	"""NeuroVault Image""[tw]"	0
neurovault.collection	NeuroVault Collection	"""NeuroVault Collection""[tw]"	0
cosmic.cell	COSMIC Cell Lines	"""COSMIC Cell Lines""[tw]"	0
covid19	COVID-19 Surveillance Ontology	"""COVID-19 Surveillance Ontology""[tw]"	0
covoc	CoVoc Coronavirus Vocabulary	"""CoVoc Coronavirus Vocabulary""[tw]"	0
neurolex	NIF Standard Ontology: Neurolex	"""NIF Standard Ontology: Neurolex""[tw]"	0
nemo2	Neural ElectroMagnetic Ontology	"""Neural ElectroMagnetic Ontology""[tw]"	0
niaest	NIA Mouse cDNA Project	"""NIA Mouse cDNA Project""[tw]"	0
niaid.chemdb	NIAID ChemDB ID	"""NIAID ChemDB ID""[tw]"	0
nif.cell	NIF Cell	"""NIF Cell""[tw] OR ""NIF Cell (NIF_CELL)""[tw]"	0
nlfff	NLFFF Database	"""NLFFF Database""[tw]"	0
nlx.dys	NeuroLex Dysfunction	"""NeuroLex Dysfunction""[tw]"	0
nlx.chem	NIF Standard Ontology: Chemical	"""NIF Standard Ontology: Chemical""[tw]"	0
nlx.cell	NIF Standard Ontology: Cell Types	"""NIF Standard Ontology: Cell Types""[tw]"	0
nlx.br	NIF Standard Ontology: Brain Regions	"""NIF Standard Ontology: Brain Regions""[tw]"	0
nlx.anat	NeuroLex Anatomy	"""NeuroLex Anatomy""[tw]"	0
nlm.publisher	NLM Publisher Codes	"""NLM Publisher Codes""[tw]"	0
nlm	National Library of Medicine Catalog	"""National Library of Medicine Catalog""[tw]"	0
nkos	Networked Knowledge Organization Systems/Services/Structures	"""Networked Knowledge Organization Systems/Services/Structures""[tw]"	0
nif.dysfunction	NIF Dysfunction	"""NIF Dysfunction""[tw] OR ""NIF Dysfunction (NIF_DYSFUNCTION)""[tw]"	0
nist.codata	NIST/CODATA ID	"""NIST/CODATA ID""[tw]"	0
cordis.project	CORDIS Project	"""CORDIS Project""[tw]"	0
coriell	Coriell Institute for Medical Research	"""Coriell Institute for Medical Research""[tw]"	0
nihhesc	NIH Human Embryonic Stem Cell Registry	"""NIH Human Embryonic Stem Cell Registry""[tw]"	0
nif.std	NIF Standard Ontology	"""NIF Standard Ontology""[tw]"	0
nif.grossanatomy	NIF Gross Anatomy	"""NIF Gross Anatomy""[tw] OR ""NIF Gross Anatomy (NIF_GROSSANATOMY)""[tw]"	0
nif.ext	NIF Standard Ontology: External	"""NIF Standard Ontology: External""[tw]"	0
dbg2introns	DBG2 Introns	"""DBG2 Introns""[tw]"	0
dblp.author	DBLP author ID	"""DBLP author ID""[tw]"	0
dragondb.allele	DragonDB Allele	"""DragonDB Allele""[tw]"	0
lrg	Locus Reference Genomic	"""Locus Reference Genomic""[tw]"	0
lotus	LOTUS Initiative for Open Natural Products Research	"""LOTUS Initiative for Open Natural Products Research""[tw]"	0
loqate	The localization and quantitation atlas of the yeast proteome	"""The localization and quantitation atlas of the yeast proteome""[tw]"	0
loop	Loop ID	"""Loop ID""[tw]"	0
dialnet.book	Dialnet book ID	"""Dialnet book ID""[tw]"	0
dialnet.journal	Dialnet journal ID	"""Dialnet journal ID""[tw]"	0
dicom	DICOM Controlled Terminology	"""DICOM Controlled Terminology""[tw]"	0
dictybase.est	dictyBase Expressed Sequence Tag	"""dictyBase Expressed Sequence Tag""[tw]"	0
dictybase.gene	Dictybase Gene	"""Dictybase Gene""[tw]"	0
dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	"""Drug-drug Interaction and Drug-drug Interaction Evidence Ontology""[tw] OR ""Drug-drug Interaction and Drug-drug Interaction Evidence Ontology (DIDEO)""[tw]"	0
dinto	The Drug-Drug Interactions Ontology	"""The Drug-Drug Interactions Ontology""[tw] OR ""The Drug-Drug Interactions Ontology (DINTO)""[tw]"	0
discoverx	DiscoverX cell line products	"""DiscoverX cell line products""[tw]"	0
disdriv	Disease Drivers Ontology	"""Disease Drivers Ontology""[tw] OR ""Disease Drivers Ontology (DISDRIV)""[tw]"	0
linkedin	LinkedIn personal profile ID	"""LinkedIn personal profile ID""[tw]"	0
linguist.gold	Genderal Ontology for Linguistic Description	"""Genderal Ontology for Linguistic Description""[tw]"	0
disprot.region	DisProt region	"""DisProt region""[tw]"	0
dlxb	Linear double stranded DNA sequences	"""Linear double stranded DNA sequences""[tw]"	0
lincs.protein	LINCS Protein	"""LINCS Protein""[tw]"	0
lpt	Livestock Product Trait Ontology	"""Livestock Product Trait Ontology""[tw]"	0
lspci	Laboratory of Systems Pharmacology Compound	"""Laboratory of Systems Pharmacology Compound""[tw]"	0
depmap	DepMap Cell Lines	"""DepMap Cell Lines""[tw]"	0
lter	Long Term Ecological Research Controlled Vocabulary	"""Long Term Ecological Research Controlled Vocabulary""[tw]"	0
mavedb	Multiplexed Assays of Variant Effect Database	"""Multiplexed Assays of Variant Effect Database""[tw]"	0
matrixdb.association	MatrixDB Association	"""MatrixDB Association""[tw]"	0
dev.ga4ghdos	Development Data Object Service	"""Development Data Object Service""[tw]"	0
mat	Minimal Anatomical Terminology	"""Minimal Anatomical Terminology""[tw] OR ""Minimal Anatomical Terminology (MAT)""[tw]"	0
dg.4dfc	NCI Data Commons Framework Services	"""NCI Data Commons Framework Services""[tw]"	0
dggr	Kyoto Stock Center	"""Kyoto Stock Center""[tw]"	0
dhba	Developing Human Brain Atlas	"""Developing Human Brain Atlas""[tw] OR ""Developing Human Brain Atlas (DHBA)""[tw]"	0
marc21	Machine-readable Cataloging (MARC) List for Languages	"""Machine-readable Cataloging (MARC) List for Languages""[tw]"	0
dialnet.article	Dialnet article ID	"""Dialnet article ID""[tw]"	0
mampol	Mammalia Polymorphism Database	"""Mammalia Polymorphism Database""[tw]"	0
mamo	Mathematical modeling ontology	"""Mathematical modeling ontology""[tw] OR ""Mathematical modeling ontology (MAMO)""[tw]"	0
maizegdb.locus	MaizeGDB Locus	"""MaizeGDB Locus""[tw]"	0
dialnet.author	Dialnet author ID	"""Dialnet author ID""[tw]"	0
